,post_message,num_like_post,num_comment_post,num_share_post
382,"THÔNG_TIN CA NHIỄM COVID-19_VIỆT_NAM GHI_NHẬN THÊM 5 CA DƯƠNG_TÍNH COVID-19_CA_BỆNH 149 ( BN149 ) : Bệnh_nhân nam , 40 tuổi , quốc_tịch Việt_Nam , địa_chỉ ở Long_Biên , Hà_Nội . Bệnh_nhân là lao_động tự_do tại Bang_Hessen - CHLB_Đức . Ngày 23/3/2020 , bệnh_nhân đến Sân_bay Vân_Đồn trên chuyến bay VN36 của Vietnam_Airlines , số ghế 55C ( cùng với mẹ , 68 tuổi , ngồi ghế 55A ) . Lúc nhập_cảnh , bệnh_nhân không có biểu_hiện sốt , không ho , không viêm phổi . Tại khu cách_ly Trường Quân_sự tỉnh Quả < URL >_Ninh bệnh_nhân ở cùng phòng với 02 người khác cũng đi trên chuyến bay này . Kết_quả xét_nghiệm của Trung_tâm Kiểm_soát bệnh_tật tỉnh Quảng_Ninh ngày 25/3 khẳng_định bệnh_nhân dương_tính với SARS-COV-2 , 207 hành_khách còn lại âm_tính . Bệnh_nhân cùng mẹ và 2 người ở cùng phòng đã được chuyển đến Bệnh_viện số 2 TP Hạ_Long để điều_trị và theo_dõi sức_khỏe . CA BỆNH 150 ( BN150 ) : Bệnh_nhân nam , quốc_tịch Việt_Nam , 55 tuổi , trú tại phường Tân_Định , Quận 1 , TP. Hồ_Chí_Minh . Ngày 13/3/2020 , bệnh_nhân cùng vợ từ Hoa_Kỳ về Việt_Nam , có quá_cảnh tại Đài_Loan - Trung_Quốc trên chuyến bay của hãng hàng_không EVA_Air , số_hiệu BR395 , số ghế 2D , 2K và nhập_cảnh tại Cảng_hàng_không quốc_tế Tân_Sơn_Nhất . Sau nhập_cảnh , bệnh_nhân về nhà và từ ngày 14-18 / 3/2020 bệnh_nhân có đi tới nhiều nơi và tiếp_xúc với nhiều người : ngày 14/3 tiệc tại nhà ( 4 người dự ) , ngày 15/3 quán bún Gánh ( đường Hàn_Thuyên ) , ngày 16/3 họp công_ty Transimex ( 24 người ) và dự tiệc ở Hoa_viên Tri_kỷ cùng ngày , ngày 18/3 gặp bạn_bè tại huyện Nhà_Bè và đi khám tại Family_Medical ( số 34 , Lê_Duẩn ) được tư_vấn khám Bệnh_viện Bệnh Nhiệt_đới TP. Hồ_Chí_Minh , được chuyển cách_ly tại Bệnh_viện điều_trị COVID-19 Cần_Giờ . Ngày 23/3 , bệnh_nhân có sốt , ho , đau họng và lấy mẫu xét_nghiệm ._Hiện bệnh_nhân tiếp_tục được cách_ly , điều_trị tại Bệnh_viện điều_trị COVID Cần_Giờ . CA BỆNH 151 ( BN151 ) : Bệnh_nhân nữ , quốc_tịch Brazil , 45 tuổi , trú tại phường Thảo_Điền , Quận 2 , TP. Hồ_Chí_Minh . Bệnh_nhân làm_việc tại công_ty TNHH giày_Gia_Định , có 2 chi_nhánh ở huyện Vĩnh_Cửu , Đồng_Nai và phường An_Phú_Đông , Quận 12 , TP. Hồ_Chí_Minh . Bệnh_nhân là đồng_nghiệp , tiếp_xúc gần với BN124 . Hàng_ngày bệnh_nhân đi làm cùng với BN124 trên xe ô_tô ( có lái_xe riêng ) , chung lịch_trình tới 2 chi_nhánh công_ty và mua cà_phê tại quán Starbucks ( Quận 2 ) . Ngoài_ra , bệnh_nhân đi tới một_số nơi : quán ăn ( TP. Biên_Hòa , Đồng_Nai ) ngày 13/3 , siêu_thị An_Phú ngày 16/3 , nhà_máy Huệ_Phong ( quận Gò_Vấp , TP. Hồ_Chí_Minh ) ngày 19/3 . Ngày 23/3 , bệnh_nhân được xác_định là người tiếp_xúc gần BN124 và được lấy mẫu xét_nghiệm và chuyển cách_ly tập_trung tại Khu C - Trường thiếu_sinh_quân , huyện Củ_Chi . Đây cũng là nơi người lái_xe đang được cách_ly . CA BỆNH 152 ( BN152 ) : Bệnh_nhân nữ , quốc_tịch Việt_Nam , 27 tuổi , trú tại phường Tây_Thạnh , quận Tân_Phú , TP. Hồ_Chí_Minh . Bệnh_nhân là chị_gái sống cùng nhà với BN127 ( nam_nhân_viên quán Bar_Buddha ) . Bệnh_nhân làm_việc tại công_ty Formica - tầng 3 , tòa nhà 414 Nguyễn_Thị_Minh_Khai , Phường 5 , Quận 3 , TP. Hồ_Chí_Minh . Hàng_ngày , bệnh_nhân đi làm giờ_hành_chính và từ ngày 10-14 / 3 bệnh_nhân có tiếp_xúc gần với 4 đồng_nghiệp , ngày 19/3 tiếp_xúc với một đối_tác tại công_ty . Từ ngày 15-18 / 3 , bệnh_nhân có đi một_số nơi và tiếp_xúc một_số người : ngày 15/3 đến nhà cha_mẹ tại Quận Tân_Bình , ngày 17/3 ăn trưa cùng 2 bạn tại nhà_hàng chay Sen ( Quận 1 ) , ngày 18/3 tiếp_xúc gần với một người giao hàng . Ngày 20/3 , khi biết tin quán Bar_Buddha - nơi em_trai làm_việc có ca bệnh COVID-19 , bệnh_nhân nghỉ làm , tự cách_ly tại nhà và được Trạm Y_tế phường tiếp_cận , theo_dõi . Ngày 23/3 , bệnh_nhân được lấy mẫu , chuyển cách_ly tập_trung tại Bệnh_viện điều_trị COVID-19 Cần_Giờ . Công_ty nơi bệnh_nhân làm_việc tạm ngưng hoạt_động . CA BỆNH 153 ( BN153 ) : Bệnh_nhân nữ , quốc_tịch Việt_Nam , 60 tuổi , trú tại quận Hải_Châu , TP. Đà_Nẵng . Tiền_sử chưa ghi_nhận bệnh_lý . Bệnh_nhân sang Australia thăm người_thân và trở_về Việt_Nam ngày 21/3/2020 trên chuyến bay của Vietnam_Airlines số_hiệu VN772 , nhập_cảnh tại Cảng_hàng_không quốc_tế Tân_Sơn_Nhất . Sau nhập_cảnh , bệnh_nhân được chuyển khu cách_ly tập_trung tại ký_túc_xá Đại_học Quốc_gia TP. Hồ_Chí_Minh , ở chung phòng với ca số 143 và 02 người khác . Ngày 23/3 sau khi xác_định ca số 143 mắc bệnh COVID-19 , bệnh_nhân và 02 người bạn chung phòng được chuyển đến Bệnh_viện Dã_chiến Củ_Chi cách_ly , theo_dõi và lấy mẫu . Bộ Y_tế khuyến_cáo : 1 . Chấp_hành nghiêm quy_định của Chính_phủ không tụ_tập đông người . 2 . Nếu có việc thực_sự cần_thiết phải ra đường , giữ khoảng_cách 2 m với người khác và luôn mang khẩu_trang . Không nên đeo khẩu_trang để đối_phó , hãy đeo khẩu_trang kín cả mũi và miệng để bảo_vệ sức_khỏe của chính mình và những người xung_quanh . 3 . Chăm tập_thể_dục , ăn_uống đủ chất , rửa tay thường_xuyên và để nơi ở sạch_sẽ , thoáng_khí . Chăm_sóc mình tốt để tăng sức đề_kháng bản_thân là góp_phần chống dịch . 4 . Sử_dụng ứng_dụng ( app ) NCOVI của VNPT để khai_báo y_tế và theo_dõi sức_khỏe . Xem thêm",28000,1100,2100
1364,Nguyễn_Hữu_Nghị và Nguyễn_Văn_Nghị là hai người khác nhau ? Nguyễn_Văn_Nghị là thằng nghiện ma_tuý . Nguyễn_Hữu_Nghị không nghiện ma_tuý . Tại_sao CA không minh_bạch về nghi can Nguyễn_Văn_Nghị ?,50,17,4
1493,"Không phải tự_dưng mà ở Vũ_Hán_TQ nhanh_chóng trở_thành thành_phố ma đâu ạ , trong thời_gian đầu , một phần bởi_vì tâm_lý sợ_hãi tích_trữ đồ_ăn và đổ_xô ra siêu_thị , chạy trốn khắp nơi để khỏi bị cách_ly , và tạo môi_trường lây_lan nhanh nhất ._Mãi về sau khi tất_cả chịu ở yên trong nhà , mọi thứ mới bắt_đầu chậm dần , nhưng cũng đã là quá muộn ..... đã có nhiều người phải ra đi ...... nên mọi người rút ra được kinh_nghiệm trong sự mất_mát này của Vũ_Hán_TQ._Xin mọi người hãy nghĩ thấu ... đáo . Hãy bình_tĩnh và ở nhà , order hàng online ( nếu thực_sự cần ) , ra chợ gần nhà mua đồ đủ dung như những ngày thường thôi ạ . XIN ĐỪNG TÍCH_TRỮ ! HẠN_CHẾ TỚI_NƠI ĐÔNG NGƯỜI , RỬA TAY RỬA TAY VÀ RỬA TAY ! Đừng vơ_vét , đừng khiến mọi siêu_thị đều trở_nên đông_đúc và lộn_xộn như Vũ_Hán , dẫn tới tình_trạng mất kiểm_soát và lây_lan bệnh cho nhau ... nhanh nhất . Nếu tất_cả bình_tĩnh , ở nhà , chỉ mua đồ ở chợ gần nhà và mua đủ dùng , thì tất_cả sẽ vận_hành tốt sẽ có đủ đồ ăn , không ai bị thiếu , gọi online cũng được , và không dẫn tới tình_cảnh mất kiểm_soát ạ . Những nhà bị cách_ly sẽ được nhà_nước hỗ_trợ . Qua đợt dịch này mình thật tự_hào về nhà_nước Việt_Nam mình thực_sự phòng_chống dịch rất giỏi . Vì_thế , xin đừng cố tìm cách thoát cách_ly ạ ! . Đặt niềm tin vào chính_quyền nhà_nước vì họ cần nhất là sự đồng_lòng của người dân . Với_lại những vùng bị cách_ly ở Hà_Nội cũng không nên bấn_loạn di_chuyển về quê vì rất có_thể mình đang ủ_bệnh về quê toàn trẻ_con và người già bị nhiễm thì tội_nghiệp lắm . Tình_trạng chung , và tất_cả đều bị ảnh_hưởng , vì_vậy tất_cả đều nghĩ cho nhau một_chút là cách tốt nhất để vượt qua giai_đoạn khó_khăn này ạ . HẠN_CHẾ TỚI_NƠI ĐÔNG NGƯỜI , RỬA TAY RỬA TAY VÀ RỬA TAY ! Như_vậy chính là đã giúp những người có thẩm_quyền có thêm thời_gian để tập_trung dập dịch ạ . Chung ta hết_sức bình_tĩnh và làm theo đúng hướng_dẫn phòng_chống dịch của Bộ y_tế nhé . * Khi thấy 1 người ho , sốt , ắt xì không phải ai cũng nghi_ngờ COVID-19 1 . Nếu bạn bị sổ_mũi , có đờm , dãi – có_thể bạn chỉ bị bệnh cảm_thông_thường . 2 . Coronavirus viêm phổi chỉ ho_khan , không có sổ_mũi 3 . Con virus này khó sống ở nhiệt_độ cao , rất dễ bị tiêu_diệt ở nhiệt_độ vào khoảng 26/27 Celcius . 4 . Nếu có ai đó hắt_xì , nó sẽ bay khoảng 10 feet ( 3 m ) trước khi rơi xuống đất và không còn tồn_tại trong không_gian . 5 . Nếu nó rơi trên bề_mặt kim_loại , nó có_thể sống ít_nhất khoảng 12 giờ - Vì_vậy , nếu bạn chạm vào loại bề_mặt này , rửa tay ngay với xà_phòng . 6 . Trên vải , chúng sống khoảng 6-12 giờ , loại xà_phòng giặt thông_thường đủ để giết chúng . 7 . Uống nước nóng hiệu_quả trị mọi viruses . Đừng uống nước bỏ đá vào . 8 . Rửa tay bạn thường_xuyên , vì chúng chỉ có_thể sống trên tay bạn khoảng 5-10 phút – Tuy_nhiên , có nhiều chuyện xảy ra trong khoảng thời_gian này – bạn có_thể giụi mắt , móc mũi mà không để_ý . 9 . Cũng nên súc_miệng để ngăn_ngừa – Chỉ một dung_dịch muối thông_thường với nước ấm là đủ . 10 . Cực kỳ quan_trọng : uống thật nhiều nước ! * TRIỆU_CHỨNG : 1 . Chúng nhiễm cổ_họng trước , vì_vậy bạn sẽ đau cổ_họng khoảng 3 , 4 ngày . 2 . Chúng sau đó sẽ hòa vào nước_mũi , rồi tới khí_quản , và phổi , gây viêm phổi_– Mất thêm 5 , 6 ngày nữa . 3 . Khi viêm phổi xảy ra , sẽ kèm theo sốt cao và khó thở . 4 . Nghẽn khí_quản với coronavirus không giống loại thường . Bạn có cảm_giác như đang bị chết_đuối . Hãy đi bác_sĩ lập_tức . * Hy_vọng bài viết của này sẽ có_ích cho cộng_đồng ._Hãy bình_tĩnh Hà_Nội chắc_chắn Bình_An ! Xem thêm — đang nghĩ về 🙏 🏼 Cầu_mong mọi chuyện an_lành .",1500,112,2600
331,"- Lại có thêm một ca bệnh COVID-19 phức_tạp tại Việt_Nam : bệnh_nhân_số 188 có kết_quả xét_nghiệm dương_tính với SARS-CoV-2 sau khi đã âm_tính 2 lần . - Nhiều cơ_sở sản_xuất nước rửa tay rởm , không đạt tiêu_chuẩn tiếp_tục bị cơ_quan_chức_năng triệt_phá . - Xe dù , bến cóc , cò_mồi , … vẫn tấp_nập đưa người rời thủ_đô bằng nhiều cách , bất_chấp nguy_cơ làm lây_lan dịch_bệnh . - Nhật_Bản lo_ngại hệ_thống y_tế của nước này sẽ khó có_thể chống_đỡ trước làn_sóng bệnh_nhân COVID-19quá lớn , đặc_biệt là khi số ca mắc và tử_vong đang liên_tục tăng . - Dịch_bệnh đang diễn_biến phức_tạp trên thế_giới nhưng Thuỵ_Điển lại không áp_dụng lệnh đóng_cửa như nhiều quốc_gia khác , cách tiếp_cận đi ngược xu_hướng này đang gây ra nhiều tranh_cãi .",13937,50,6710
1001,"Thông_điệp của bức tranh mang tên là : “ Khải_Hoàn ” có nghĩa là chiến_thắng trở về ! Bức tranh nói về một ngày_mai tươi_sáng phía trước , khi Việt_Nam hoàn_toàn chiến_thắng đại_dịch COVID - 19 . Lúc ấy , những người bác_sĩ được cất đi bộ áo “ anh_hùng ” , tạm bỏ đi những gánh nặng đè_nén suốt mấy tháng trời để trở về với mái ấm gia_đình , với vòng_tay yêu_thương của đồng_bào , những em học_sinh lại được trở_lại với mái trường thân_yêu , nhà nhà hoan ca quây_quần , hạnh_phúc , ... Đó sẽ là t ... ương lai rất gần của đất_nước , nhưng để góp_phần tạo nên tương_lai tốt_đẹp đó chúng_ta cần phải nâng cao hơn nữa tinh_thần đại_đoàn_kết , chấp_hành và tin_tưởng tuyệt_đối vào Đảng và nhà_nước . Như < URL > Vũ_Đức_Đam đã nhấn_mạnh “ Nhất_định chúng_ta sẽ chiến_thắng như dân_tộc Việt_Nam ta đã từng nhiều lần chiến_thắng ” . Chỉ cần đồng_lòng chúng_ta sẽ thành_công .",554,480,16000
262,"Tổng_hợp những mâm cơm cữ siêu ngon , siêu bổ_dưỡng lại không gây ngán cho mẹ bỉm nhiều sữa , da_dẻ hồng_hào <3 Credit : Hà_Thị_Lan Anh",75,18,620
893,"Vụ_việc mới xảy ra vào ngày 30/4 , xe_máy muốn vượt lên trước nhưng ôtô_con cũng có ý_định tương_tự gây ra tình_cảnh éo_le . Xe_máy bị ép ra lề_đường , mất lái rồi ngã xuống_đường .",53,7,10
6,"Xử nghiêm trường_hợp không chấp_hành cách_ly và không nhận hỗ_trợ hàng_hóa , nhu_yếu_phẩm tại các cơ_sở cách_ly tập_trung mà khuyến_khích ủng_hộ nguồn_lực công_tác phòng , chống dịch thông_qua Ủy_ban Trung_ương mặt_trận Tổ_quốc_Việt_Nam .",1765,0,3130
266,"[ ÔN_THI THPT QUỐC_GIA 2020 ] MÔN_LÝ : Chuyên_đề 2 : Hệ dao_động điều_hòa - Con_lắc lò_xo Chương_trình hướng_dẫn học_sinh làm bài thi môn Vật_Lý_kỳ thi THPT quốc_gia 2020 . Buổi hướng_dẫn do cô_giáo Lê_Thị_Ngọc_Dung , Trường THPT Marie_Curie_<_URL_> thực_hiện . Chương_trình được phát trên các kênh < URL > , < URL > và YouTube Thanh_Niên # Chọnngànhhọcchotươnglai # Tưvấnmùathi # ThiTHPTquốcgia # Tuyểnsinh2020 # BíkípÔnthiTHPTquốcgia2020",259,1,740
769,"📌 PHÁT_HIỆN THÊM 1 CA DƯƠNG_TÍNH_TỪ NGA VỀ NƯỚC , ĐƯỢC CÁCH_LY NGAY_BN327 : Bệnh_nhân nam , 31 tuổi , có địa_chỉ tại Nam_Vân , TP. Nam_Định , tỉnh Nam_Định . Ngày 13/5 , bệnh_nhân từ Liên_bang_Nga về Sân_bay Vân_Đồn trên chuyến bay VN0062 , sau khi nhập_cảnh được cách_ly tập_trung tại Trường Quân_sự tỉnh Thái_Bình . Cùng ngày , được lấy mẫu xét_nghiệm và cho kết_quả âm_tính . Ngày 25/5 , Trung_tâm Kiểm_soát Bệnh_tật tỉnh Thái_Bình lấy mẫu xét_nghiệm lần 4 cho kết_quả dương_tính vớiSARS-CoV-2 . Ngày 26/5 , Viện Vệ_sinh dịch_tễ Trung_ương xét_nghiệm cho kết_quả dương_tính vớiSARS-CoV-2 ._Hiện bệnh_nhân được cách_ly , điều_trị tại Bệnh_viện Đa_khoa tỉnh Thái_Bình . Như_vậy tổng_số ca mắc là hành_khách trên chuyến bay VN0062 ngày 13/5 là 33 trường_hợp . Tất_cả được cách_ly ngay sau nhập_cảnh không có nguy_cơ lây bệnh ra cộng_đồng , bao_gồm 31 hành_khách : 28 người cách_ly tại Thái_Bình , 2 tại Hải_Dương , 1 tại Quảng_Ninh ; và 02 tiếp_viên cách_ly tại TP. Hồ_Chí_Minh ) .",7527,49,780
38,Bản_tin cập_nhật tình_hình dịch_bệnh do Virus_SARS-CoV-2 đến ngày 26-3 . Và một_số thông_tin khác : Hàng_không VN chính_thức tạm dừng các đường_bay quốc_tế,1585172827,1276,20
901,"Những người nước_ngoài lưu_trú ngắn_hạn tại Singapore nếu nhiễm Covid-19 muốn điều_trị sẽ phải trả viện_phí , khoảng 6.000 - 8.000 SGD ( 4.300 - 5.800 USD ) . Chính_quyền Singapore đã bắt_đầu thu phí điều_trị đối_với người nước_ngoài nhiễm_bệnh viêm đường_hô_hấp cấp Covid-19 sau khi nước này vừa ghi_nhận thêm 3 ca mới bị lây_nhiễm ngoài nước , trong đó 2 ca liên_quan đến người Indonesia . Trong một thông_báo , Bộ Y_tế nêu rõ những người nước_ngoài lưu_trú ngắn_hạn muốn điều_trị bệnh Covid-19 tại Singapore cần phải trả viện_phí , tuy_nhiên nước này vẫn miễn_phí xét_nghiệm phát_hiện virus SARS-CoV-2 . Bộ trên giải_thích : “ Chúng_tôi cần ưu_tiên các nguồn_lực tại những bệnh_viện công của Singapore trong khi số ca nhiễm Covid-19 trên toàn_cầu đang gia_tăng và số ca nhiễm_bệnh trong nước dự_kiến tăng lên . ” Theo trang mạng của bộ , chi_phí điều_trị các bệnh viêm đường_hô_hấp cấp tại bệnh_viện công của Singapore rơi vào khoảng 6.000 - 8.000 SGD ( 4.300 - 5.800 USD ) . Biện_pháp mới trên có hiệu_lực từ ngày 7/3 vừa_qua khi nhà_chức_trách cho biết 2 người Indonesia có triệu_chứng nhiễm Covid-19 đến Singapore . Trước đó , cả 2 bệnh_nhân này đã thông_báo các triệu_chứng_bệnh tại Indonesia , trong đó 1 người đã được khám tại bệnh_viện ở Jakarta . Thêm một trường_hợp khác là một công_dân Singapore đến thăm người_thân tại Indonesia bị nhiễm_bệnh . Đến nay , Singapore đã ghi_nhận tổng_cộng 160 ca nhiễm Covid-19 . Trong đó , 33 trường_hợp được xác_nhận bị nhiễm ở nước_ngoài , bao_gồm 24 ca từ Trung_Quốc , 3 ca từ Indonesia và một_số ca khác từng đến Italy , Anh , Pháp và Đức . Trong khi đó , Indonesia cũng công_bố 19 ca nhiễm_bệnh tại nước này .",210,10,360
1189,"Dịch epola đang hoành_hành tại ba vì . Em tên p . V_H ( sin dấu tên ) tại trường tiểu_học xã cẩm_Lĩnh . đang trong giờ học có dấu hiều sốt cao nôn_mửa nổi nốt ban được gia_đình chuyển xuống hà nội_nhập cách_li để theo_dõi . Hiện_tại trường mầm_non , cấp 1 , cấp 2 xã cẩm_lĩnh được nghỉ học trong vòng 1 tuần trong thời_gian dịch epola đang diễn_biến phức_tạp",1,1,1
1559,"THÔNG_BÁO Nhà_máy Samsung Thái_Nguyên đang che_giấu việc nhân_viên Phạm_Văn_Hưng có biểu_hiện nhiễm nCoV , khi họ không thông_báo sự_việc với chính_quyền địa_phương , chỉ âm_thầm ép anh Hưng về nhà để theo_dõi . việc này đang đe_dọa tính_mạng hàng trăm_nghìn công_nhân và gia_đình .",309,58,51
545,"Khi bị công_an bắt_giữ , Triệu Quân_Sự không hề có đề_nghị gì , chỉ mong_muốn được gặp mẹ mình .",11928,50,850
118,Kỉ_Niệm 130 Năm Ngày_Sinh Của Chủ_Tịch Hồ_Chí_Minh Kính_Yêu ! ! !,5393,50,8040
783,"Theo CNN , ông Roberto_Stella , Chủ_tịch Hiệp_hội Y_tế vùng Varese , qua_đời tối_ngày 10/3 tại thị_trấn Como , miền Bắc Italy ._Vị bác_sĩ 67 tuổi được đưa vào viện trong tình_trạng suy hô_hấp nặng vì nhiễm Covid-19 . Liên_đoàn bác_sĩ quốc_gia Italy trong một tuyên_bố đã cho biết họ vô_cùng thương_tiếc trước cái chết của ông Stella , nhấn_mạnh những đóng_góp ở cấp_độ quốc_gia của ông cho ngành y_tế Italy khi còn làm_việc . Họ cũng nói thêm rằng hy_vọng chính_phủ sẽ chú_ý đến những hiểm_nguy mà các bác_sĩ đang phải đối_mặt , trong bối_cảnh Italy đang là nước chịu thiệt_hại nghiêm_trọng nhất vì Covid-19 ở châu_Âu , với các bệnh_viện ở miền Bắc đang có dấu_hiệu quá_tải . "" Ông ấy là ví_dụ điển_hình về khả_năng phi_thường và sự chăm_chỉ của các bác_sĩ gia_đình "" , ông Silvestro_Scotti , Tổng_thư_ký liên_đoàn bác_sĩ Italy , cho biết trong một tuyên_bố được đưa ra hôm 11/3 . Thủ_tướng Italy_Giuseppe_Conte hôm_nay cho biết chính_quyền sẽ tăng_cường các biện_pháp phong_toả , trong đó có việc yêu_cầu tất_cả các cửa_hàng trên toàn_quốc đóng cửa , ngoại_trừ những nơi bán nhu_yếu_phẩm và các ngân_hàng . "" Chúng_ta sẽ có_thể nhìn thấy hiệu_quả của nỗ_lực vĩ_đại này trong vòng vài tuần "" , ông Conte cho biết ._Số ca thiệt_mạng vì virus corona hôm 11/3 tăng từ 631 lên 827 trong một ngày , theo Reuters ._Số ca nhiễm mới được xác_nhận tăng hơn 2.000 ca từ 10.149 lên 12.462 . 196 ca chết người trong một ngày cũng là kỷ_lục kể từ khi dịch Covid-19 bùng_phát tại Italy .",35,0,80
652,"Vũ_Hán , tâm dịch_COVID-19 ở Trung_Quốc , có khả_năng sẽ có số ca nhiễm mới giảm xuống mức 0 vào cuối tháng 3 này , một chuyên_gia trong hội_đồng chống dịch_COVID-19 ở Trung_Quốc nói hôm 5.3 .",36,0,120
985,Lực_lượng Đồn Biên_phòng Thiên_Cầm ( Bộ_đội Biên_phòng Hà_Tĩnh ) vừa truy bắt 2 tàu cá đánh_bắt bằng lưới kéo giã_cào tận_diệt hải_sản .,27,0,10
706,"Giảm nhẹ phiên đầu tuần , chỉ_số USD chờ_đợi hàng_loạt thông_tin sẽ được công_bố trong tuần để xác_định xu_hướng",109,2,10
105,"9 h30 hôm_nay ( 7/3 ) , Ban chỉ_đạo phòng , chống dịch_Covid-19 thành_phố Hà_Nội nhóm họp dưới sự chủ_trì của Bí_thư Thành_ủy Hà_Nội Vương_Đình_Huệ .",115,5,170
1570,"Trung_Quốc thay_đổi số_liệu để làm giảm số người nhiễm virus 2019 - nCoV Ủy_ban Y_tế Quốc_gia Trung_Quốc đã thay_đổi định_nghĩa về xác_nhận nhiễm virus 2019 - nCoV trong hướng_dẫn mới nhất của họ ngày 7/2 . Bệnh_nhân được xét_nghiệm dương_tính với virus nhưng không có triệu_chứng sẽ không còn được coi là đã nhiễm virus 2019 - nCoV . Điều này trái với quy_định của WHO về định_nghĩa trường_hợp nhiễm_bệnh . Nhờ quy_định mới , tỉnh Hắc_Long_Giang đã giảm 13 trường_hợp nhiễm_bệnh , tỉnh Hồ_Bắc đã giảm 87 trường_hợp , toàn Trung_Quốc giảm 100 ca nhiễm trong 2 ngày vừa_qua Nhà_báo tìm ra là Alex_Lam , thông_tin đang được trao_đổi trên twitter của anh ấy",83,14,24
484,Công_Ty Trường_Sinh Lên_Tiếng Sau Khi Nhiều Nhân Viễn Nhiễm_Bệnh ! ! !,34,0,30
1550,"MỌI NGƯỜI CHÚ_Ý NHÉ ! ! ! Một Thạc_sĩ người Việt_Nam đang làm_việc tại Bệnh_viện Thâm_Quyến , Trung_Quốc . Ông đang được chuyển sang nghiên_cứu virus viêm phổi_Vũ_Hán . Ông gọi cho người_nhà Việt_Nam và nói với bạn_bè . Nếu bạn bị sổ_mũi và đờm khi bạn bị cảm_lạnh , bạn không_thể là một loại viêm phổi_coronavirus mới , vì viêm phổi_coronavirus là ho_khan mà không chảy nước_mũi . Đây là cách đơn_giản nhất để nhận_biết . Hãy nói với bạn_bè của bạn rằng nếu bạn biết nhiều hơn về kiến ​ ​ t ... hức y_tế , bạn sẽ có nhận_thức rõ hơn về nhận_dạng và phòng_ngừa . Dịch_Corona thực_sự nguy_hiểm , và KHÔNG CÓ MỘT LOẠI KHẨU_TRANG NÀO CHỐNG DC_DỊCH mọi người nhé . Nếu thực_sự có loại khẩu_trang chống dc dịch , thì ko đến_nỗi gần 20 bác_sĩ bị nhiễm Corona ! Người_ta còn mặc quần_áo bảo_hộ , mặt_nạ bảo_hộ , đóng bỉm luôn còn dính nữa là dăm_ba cái loại khẩu_trang . Loại virut này chỉ sinh_sôi ở khí_hậu lạnh , vì_thế , mọi người nên tăng_cường uống nước , ăn cam , giữ ấm cơ_thể để tăng sức đề_kháng , tránh thức đêm khiến cơ_thể mệt_mỏi dễ bị nhiễm_bệnh nhé . Chứ ko phải ăn_chơi hết_mình , đi mua dăm 3 cái khẩu_trang là chống dc đại_dịch tầm_cỡ thế_giới đâu ạ . CÁCH PHÒNG TRÁNH DICH HIỆU_QUẢ_LÀ : 1 . Tuyệt_đối không đến những chỗ đông người như đền_chùa , trung_tâm thương_mại , lễ_hội đầu năm … Tết năm nào cũng có nhưng mạng người chỉ có một mà thôi ! Việc hủy toàn_bộ các hoạt_động nơi công_cộng là điều cần_thiết và bắt_buộc trong thời_điểm này . 2 . Cho trẻ nghỉ học hoàn_toàn trong vòng ít_nhất 2 tuần tới ( tính từ ngày 31/01 ) ._Học là việc cả đời chứ không phải chuyện 1 tuần hay 1 tháng , đừng để bị cuốn vào “ dịch_bệnh ” thành_tích của hệ_thống giáo_dục . 3 , Dự_trữ thực_phẩm để sử_dụng trong vòng 3 – 4 tuần sắp tới . Bài_học của Trung_Quốc là một_số thành_phố bùng_phát dịch đã xuất_hiện tình_trạng khan_hiếm lương_thực , thậm_chí có nguy_cơ chết_đói ( như Vũ_Hán ) . 4 . Xông_nhà mỗi ngày để thanh_lọc không_khí , diệt khuẩn và tăng sức đề_kháng cho các thành_viên gia_đình . Các loại tinh_dầu hữu_cơ như eucalyptus , cam , sả , chanh , bạc_hà , quế , bách xù … cực_kì hiệu_quả với các công_dụng trên . Các bạn có_thể xông từng loại tinh_dầu đơn , mỗi loại cách nhau 2-3 giờ ._Nên kết_hợp sử_dụng máy khuếch_tán khí nén với máy khuếch_tán bằng sóng_âm để tăng độ_ẩm trong nhà ( corona virus phát_triển kém trong môi_trường ẩm cao ) . 5 . Rửa tay ngay khi vừa đi bên ngoài về bằng các loại nước rửa tay . Nếu phải ra ngoài lâu nên đem theo 1 chai nước rửa tay khô . Lần này , virus Vũ_Hán không chịu_nhiệt và sẽ bị yếu ở nhiệt_độ 38 độ . Do_đó , hãy uống nhiều nước nóng hơn . Bạn có_thể nói với bạn_bè và người_thân của mình uống nhiều nước nóng hơn để ngăn_chặn nó . Gần đây trời rất lạnh và uống nước nóng cũng rất thoải_mái . Nó không phải là thuốc chữa bệnh và tốt cho cơ_thể . Uống nước ấm có hiệu_quả đối_với tất_cả các loại virus . Hãy cố_gắng không uống nước_đá , hãy nhớ ! Chia_sẻ cho mọi người phòng_tránh ._Copy : mng tham_khảo Xem thêm",434,128,1600
